binance_symbol,base_asset,multiplier,futures_price_usd,unit_price_from_futures_usd,perp_onboard_days,has_spot_usdt,spot_symbol,spot_price_usd,coingecko_id,coingecko_symbol,coingecko_name,coingecko_price_usd,price_diff_pct,market_cap_usd,fdv_usd,chain,contract,match_status,filter_reason
EDUUSDT,EDU,1,0.1625,0.1625,922,true,EDUUSDT,0.1626,edu-coin,edu,Open Campus,0.162344,0.0009609224855862689,97077860,161976317,ethereum,0x26aad156ba8efa501b32b42ffcdc8413f90e9c99,matched,
NKNUSDT,NKN,1,0.01566,0.01566,1672,true,NKNUSDT,0.0157,nkn,nkn,NKN,0.01561573,0.002834961926211632,12366580,12372274,ethereum,0x5cf04716ba20127f1e2297addcf4b5035000c9eb,matched,
1000PEPEUSDT,1000PEPE,1000,0.0057882,0.0000057882,915,true,PEPEUSDT,0.0000058,pepe,pepe,Pepe,0.00000578,0.0014186851211072998,2423068528,2423068528,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,matched,
1000FLOKIUSDT,1000FLOKI,1000,0.06082,0.00006082,914,true,FLOKIUSDT,0.00006089,floki,floki,FLOKI,0.00006067,0.002472391626833639,585466250,606182461,ethereum,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,matched,
SUIUSDT,SUI,1,2.044,2.044,917,true,SUIUSDT,2.0455,sui,sui,Sui,2.04,0.001960784313725492,7475088141,20305425808,sui,0x0000000000000000000000000000000000000000000000000000000000000002::sui::SUI,matched,
MAVUSDT,MAV,1,0.02936,0.02936,860,true,MAVUSDT,0.02936,maverick-protocol,mav,Maverick Protocol,0.02935745,0.00008686040511013281,22074775,58554160,ethereum,0x7448c7456a97769f6cd04f1e83a4a23ccdc46abd,matched,
WLDUSDT,WLD,1,0.7394,0.7394,835,true,WLDUSDT,0.74,worldcoin-wld,wld,Worldcoin,0.738089,0.0017762085602142169,1671501563,7361841345,ethereum,0x163f8c2467924be0ae7b5347228cabf260318753,matched,
1000LUNCUSDT,1000LUNC,1000,0.0374,0.0000374,1154,true,LUNCUSDT,0.00003741,terra-luna,lunc,Terra Luna Classic,0.00003742,0.0005344735435594981,205367839,242616399,,,matched,
XVGUSDT,XVG,1,0.00824,0.00824,854,true,XVGUSDT,0.008219,verge,xvg,Verge,0.00821681,0.002822263141048784,135266339,135536911,,,matched,
JASMYUSDT,JASMY,1,0.009016,0.009016,1296,true,JASMYUSDT,0.00903,jasmycoin,jasmy,JasmyCoin,0.00900865,0.0008158825129181085,435257980,449460946,ethereum,0x7420b4b9a0110cdc71fb720908340c03f9bc03ec,matched,
JOEUSDT,JOE,1,0.09793,0.09793,953,true,JOEUSDT,0.0981,joe,joe,JOE,0.097805,0.001278053269260264,39038233,48893855,binance-smart-chain,0x371c7ec6d8039ff7933a2aa28eb827ffe1f52f07,matched,
HIGHUSDT,HIGH,1,0.254,0.254,1006,true,HIGHUSDT,0.255,high,high,High,0.00006505,3903.6887009992315,0,27322,base,0x4d25e94291fe8dcfbfa572cbb2aaa7b755087c91,price_too_far,
ARKMUSDT,ARKM,1,0.3047,0.3047,831,true,ARKMUSDT,0.305,arkham,arkm,Arkham,0.304198,0.0016502409614790447,155736952,302811159,ethereum,0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,matched,
PENDLEUSDT,PENDLE,1,2.7445,2.7445,831,true,PENDLEUSDT,2.747,pendle,pendle,Pendle,2.74,0.0016423357664232577,461524958,771629716,ethereum,0x808507121b80c02388fad14726482e061b8da827,matched,
AGLDUSDT,AGLD,1,0.3233,0.3233,830,true,AGLDUSDT,0.324,adventure-gold,agld,Adventure Gold,0.323193,0.0003310715269203486,28238855,29983390,ethereum,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,matched,
NMRUSDT,NMR,1,11.394,11.394,867,true,NMRUSDT,11.41,numeraire,nmr,Numeraire,11.39,0.0003511852502194521,91239676,121445875,ethereum,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,matched,
DODOXUSDT,DODOX,1,0.026888,0.026888,820,false,,,,,,,,,,,,cg_not_found,
BNTUSDT,BNT,1,0.5209,0.5209,818,true,BNTUSDT,0.521,bancor,bnt,Bancor Network,0.520729,0.0003283857822399602,57661810,57661810,ethereum,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,matched,
SEIUSDT,SEI,1,0.1681,0.1681,811,true,SEIUSDT,0.1683,sei-network,sei,Sei,0.168054,0.0002737215418852898,1050094611,1680450124,,,matched,
OXTUSDT,OXT,1,0.03803,0.03803,817,true,OXTUSDT,0.0379,orchid-protocol,oxt,Orchid Protocol,0.03794441,0.0022556682262289346,22440360,37935188,ethereum,0x4575f41308ec1483f3d399aa9a2826d74da13deb,matched,
UMAUSDT,UMA,1,0.943,0.943,911,true,UMAUSDT,0.944,uma,uma,UMA,0.943639,0.0006771657381689991,83198762,119306083,ethereum,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,matched,
BICOUSDT,BICO,1,0.06217,0.06217,769,true,BICOUSDT,0.0623,biconomy,bico,Biconomy,0.062027,0.0023054476276460935,61602881,61991769,ethereum,0xf17e65822b568b3903685a7c9f496cf7656cc6c2,matched,
WAXPUSDT,WAXP,1,0.01049,0.01049,749,true,WAXPUSDT,0.0105,wax,waxp,WAX,0.01048069,0.0008883002932057418,36729293,39519590,ethereum,0x2a79324c19ef2b89ea98b23bc669b7e7c9f8a517,matched,
ARKUSDT,ARK,1,0.2737,0.2737,778,true,ARKUSDT,0.2739,ark-3,ark,ARK,39.87,0.9931351893654378,426919237,426919237,binance-smart-chain,0xcae117ca6bc8a341d2e7207f30e180f0e5618b9d,price_too_far,
BIGTIMEUSDT,BIGTIME,1,0.02784,0.02784,755,true,BIGTIMEUSDT,0.02787,big-time,bigtime,Big Time,0.02784565,0.00020290422381949804,53042256,138981772,ethereum,0x64bc2ca1be492be7185faa2c8835d9b824c8a194,matched,
POLYXUSDT,POLYX,1,0.07011,0.07011,742,true,POLYXUSDT,0.0701,polymesh,polyx,Polymesh,0.070108,0.000028527414845695214,85239889,85239889,,,matched,
TIAUSDT,TIA,1,0.8239,0.8239,736,true,TIAUSDT,0.824,celestia,tia,Celestia,0.82142,0.003019161939081014,683602136,942942580,secret,secret1s9h6mrp4k9gll4zfv5h78ll68hdq8ml7jrnn20,matched,
POWRUSDT,POWR,1,0.0953,0.0953,740,true,POWRUSDT,0.0953,power-ledger,powr,Powerledger,0.095072,0.0023981824301581127,50328348,94954910,ethereum,0x595832f8fc6bf59c85c527fec3740a1b7a361269,matched,
TWTUSDT,TWT,1,1.1963,1.1963,733,true,TWTUSDT,1.1971,trust-wallet-token,twt,Trust Wallet,1.19,0.005294117647058801,497367291,1193729535,binance-smart-chain,0x4b0f1812e5df2a09796481ff14017e6005508003,matched,
MEMEUSDT,MEME,1,0.001445,0.001445,733,true,MEMEUSDT,0.001447,memecoin-2,meme,Memecoin,0.00144398,0.0007063809748057548,84747731,99322467,ethereum,0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,matched,
STEEMUSDT,STEEM,1,0.07716,0.07716,728,true,STEEMUSDT,0.0772,steem,steem,Steem,0.077248,0.0011391880695939165,40997771,40998812,,,matched,
CYBERUSDT,CYBER,1,0.881,0.881,807,true,CYBERUSDT,0.883,,,,,,,,,,cg_not_found,
BSVUSDT,BSV,1,21.58,21.58,747,false,,,,,,,,,,,,cg_not_found,
NTRNUSDT,NTRN,1,0.03799,0.03799,722,true,NTRNUSDT,0.038,neutron-3,ntrn,Neutron,0.03800831,0.00048173675704059484,23562424,37938489,osmosis,ibc/126DA09104B71B164883842B769C0E9EC1486C0887D27A9999E395C2C8FB5682,matched,
KASUSDT,KAS,1,0.04791,0.04791,719,false,,,kaspa,kas,Kaspa,0.04792947,0.00040622189229300046,1283396573,1288643897,,,matched,
CAKEUSDT,CAKE,1,2.2902,2.2902,734,true,CAKEUSDT,2.294,,,,,,,,,,cg_not_found,
1000BONKUSDT,1000BONK,1000,0.0123,0.0000123,714,true,BONKUSDT,0.00001233,bonk,bonk,Bonk,0.00001229,0.0008136696501221805,1006481663,1078615368,ethereum,0x1151cb3d861920e07a38e03eead12c32178567f6,matched,
PYTHUSDT,PYTH,1,0.09374,0.09374,714,true,PYTHUSDT,0.0938,pyth-network,pyth,Pyth Network,0.093656,0.0008968992910224731,536979497,933880149,solana,HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3,matched,
SUPERUSDT,SUPER,1,0.3085,0.3085,710,true,SUPERUSDT,0.3085,superfarm,super,SuperVerse,0.307767,0.0023816718491585635,195770373,307252456,ethereum,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,matched,
ORDIUSDT,ORDI,1,4.179,4.179,729,true,ORDIUSDT,4.18,,,,,,,,,,cg_not_found,
JTOUSDT,JTO,1,0.8059,0.8059,698,true,JTOUSDT,0.806,jito-governance-token,jto,Jito,0.804836,0.0013220084588660968,319293436,803756527,solana,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,matched,
BEAMXUSDT,BEAMX,1,0.004159,0.004159,719,true,BEAMXUSDT,0.004161,,,,,,,,,,cg_not_found,
ILVUSDT,ILV,1,9.262,9.262,726,true,ILVUSDT,9.28,,,,,,,,,,cg_not_found,
USTCUSDT,USTC,1,0.006782,0.006782,709,true,USTCUSDT,0.00679,,,,,,,,,,cg_not_found,
AUCTIONUSDT,AUCTION,1,6.217,6.217,691,true,AUCTIONUSDT,6.24,auction,auction,Bounce,6.22,0.00048231511254021123,44026787,47445862,ethereum,0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,matched,
MOVRUSDT,MOVR,1,3.282,3.282,680,true,MOVRUSDT,3.293,moonriver,movr,Moonriver,3.29,0.0024316109422492425,33597654,40037266,moonriver,0x98878b06940ae243284ca214f92bb71a2b032b8a,matched,
ONGUSDT,ONG,1,0.10066,0.10066,709,true,ONGUSDT,0.1007,,,,,,,,,,cg_not_found,
1000RATSUSDT,1000RATS,1000,0.03991,0.00003991,691,false,,,goldenrat,rats,GoldenRat,3.69178e-7,107.10503334434878,196066,196066,binance-smart-chain,0x45787821a0bd5e6bba8e709783c773a386e34d65,price_too_far,
AIUSDT,AI,1,0.05983,0.05983,667,true,AIUSDT,0.0598,chainlink,link,Chainlink,15.31,0.9960920966688439,10647699908,15279759431,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,price_too_far,
XAIUSDT,XAI,1,0.0215,0.0215,666,true,XAIUSDT,0.0215,xai-blockchain,xai,Xai,0.02151724,0.0008012180000781558,39060139,43374624,arbitrum-one,0x4cb9a7ae498cedcbb5eae9f25736ae7d428c9d66,matched,
MANTAUSDT,MANTA,1,0.0956,0.0956,657,true,MANTAUSDT,0.0957,manta-network,manta,Manta Network,0.095525,0.000785134781470878,42859858,95403997,manta-pacific,0x95cef13441be50d20ca4558cc0a27b601ac544e5,matched,
ACEUSDT,ACE,1,0.2507,0.2507,688,true,ACEUSDT,0.25,,,,,,,,,,cg_not_found,
LSKUSDT,LSK,1,0.1821,0.1821,650,true,LSKUSDT,0.182,lisk,lsk,Lisk,0.18169,0.002256590896582209,37724787,72634375,ethereum,0x6033f7f88332b8db6ad452b7c6d5bb643990ae3f,matched,
ALTUSDT,ALT,1,0.01651,0.01651,650,true,ALTUSDT,0.01653,altlayer,alt,AltLayer,0.01650773,0.00013751133559845367,77810182,164907885,ethereum,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,matched,
ONDOUSDT,ONDO,1,0.6199,0.6199,655,true,ONDOUSDT,0.6202,,,,,,,,,,cg_not_found,
JUPUSDT,JUP,1,0.3573,0.3573,644,true,JUPUSDT,0.3577,jupiter-exchange-solana,jup,Jupiter,0.356394,0.0025421303388946446,1144578205,2488875065,solana,JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,matched,
ZETAUSDT,ZETA,1,0.1011,0.1011,642,false,,,,,,,,,,,,cg_not_found,
DYMUSDT,DYM,1,0.0821,0.0821,637,true,DYMUSDT,0.0822,,,,,,,,,,cg_not_found,
OMUSDT,OM,1,0.09412,0.09412,631,true,OMUSDT,0.0942,mantra-dao,om,MANTRA,0.094151,0.00032925831908320937,103632431,161401730,ethereum,0x3593d125a4f7849a1b059e64f4517a86dd60c95d,matched,
PIXELUSDT,PIXEL,1,0.01321,0.01321,625,true,PIXELUSDT,0.01322,pixels,pixel,Pixels,0.01320924,0.00005753548273776205,10159598,65882286,ethereum,0x3429d03c6f7521aec737a0bbf2e5ddcef2c3ae31,matched,
STRKUSDT,STRK,1,0.1103,0.1103,624,true,STRKUSDT,0.1106,starknet,strk,Starknet,0.110398,0.0008876972408920531,503183163,1103466847,ethereum,0xca14007eff0db1f8135f4c25b34de49ab0d42766,matched,
GLMUSDT,GLM,1,0.1804,0.1804,622,true,GLMUSDT,0.1808,golem,glm,Golem,0.180572,0.000952528631238539,180309396,180309396,ethereum,0x7dd9c5cba05e151c895fde1cf355c9a1d5da6429,matched,
PORTALUSDT,PORTAL,1,0.02248,0.02248,615,true,PORTALUSDT,0.0224,portal-2,portal,Portal,0.02242703,0.0023618820682007116,13257149,22378240,ethereum,0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,matched,
LPTUSDT,LPT,1,5.194,5.194,1456,true,LPTUSDT,5.2,livepeer,lpt,Livepeer,5.19,0.0007707129094411482,239751272,239751272,ethereum,0x58b6a8a3302369daec383334672404ee733ab239,matched,
DUSKUSDT,DUSK,1,0.05411,0.05411,1399,true,DUSKUSDT,0.0543,dusk-network,dusk,DUSK,0.054243,0.0024519292811975954,27141287,27141287,ethereum,0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,matched,
GASUSDT,GAS,1,2.289,2.289,742,true,GASUSDT,2.292,gas,gas,Gas,2.29,0.0004366812227073755,149162174,149162174,neo,602c79718b16e442de58778e148d0b1084e3b2dffd5de6b7b16cee7969282de7,matched,
MYROUSDT,MYRO,1,0.01492,0.01492,610,false,,,myro,$myro,Myro,0.01475832,0.010955176469950449,14644516,14644516,solana,HhJpBhRRn4g56VsyLuT8DL5Bv31HkXqsrahTTUCZeZg4,matched,
METISUSDT,METIS,1,8.13,8.13,603,true,METISUSDT,8.15,metis-token,metis,Metis,8.13,0,54343698,81148339,ethereum,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,matched,
AXLUSDT,AXL,1,0.1597,0.1597,614,true,AXLUSDT,0.1599,axelar,axl,Axelar,0.159724,0.0001502591971149999,170162594,195201980,ethereum,0x467719ad09025fcc6cf6f8311755809d45a5e5f3,matched,
AEVOUSDT,AEVO,1,0.05364,0.05364,602,true,AEVOUSDT,0.0536,aevo-exchange,aevo,Aevo,0.053576,0.0011945647304763616,48977051,53498482,ethereum,0xb528edbef013aff855ac3c50b381f253af13b997,matched,
BOMEUSDT,BOME,1,0.000842,0.000842,599,true,BOMEUSDT,0.000843,book-of-meme,bome,BOOK OF MEME,0.00084229,0.00034429946930393627,58079416,58079416,solana,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,matched,
ENAUSDT,ENA,1,0.3399,0.3399,582,true,ENAUSDT,0.3404,ethena,ena,Ethena,0.339573,0.0009629740880457698,2520567460,5093127261,ethereum,0x57e114b691db790c35207b2e685d4a43181e6061,matched,
RIFUSDT,RIF,1,0.04125,0.04125,746,true,RIFUSDT,0.0412,rif-token,rif,Rootstock Infrastructure Framework,0.04116108,0.0021602931701500366,41145108,41145108,ethereum,0x01b603be3d545f096015741e6503440282bf45fb,matched,
ETHFIUSDT,ETHFI,1,0.895,0.895,597,true,ETHFIUSDT,0.896,ether-fi,ethfi,Ether.fi,0.893228,0.0019838160021853277,501719221,888119894,ethereum,0xfe0c30065b384f05761f15d0cc899d4f9f9cc0eb,matched,
YGGUSDT,YGG,1,0.1071,0.1071,823,true,YGGUSDT,0.1072,yield-guild-games,ygg,Yield Guild Games,0.107031,0.0006446730386523495,72549779,106919796,ethereum,0x25f8087ead173b73d6e8b84329989a8eea16cf73,matched,
WUSDT,W,1,0.05961,0.05961,581,true,WUSDT,0.0596,wrapped-steth,wsteth,Wrapped stETH,4199,0.9999858037628007,13988422498,13988422498,ethereum,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,price_too_far,
SAGAUSDT,SAGA,1,0.0849,0.0849,575,true,SAGAUSDT,0.0852,saga-2,saga,Saga,0.085,0.0011764705882353276,27070718,91853450,saga,usaga,matched,
BBUSDT,BB,1,0.08991,0.08991,541,true,BBUSDT,0.09,bouncebit,bb,BounceBit,0.089754,0.0017380840965305541,36605781,187721956,ethereum,0xd459eceddafcc1d876a3be7290a2e16e801073a3,matched,
REZUSDT,REZ,1,0.00759,0.00759,554,true,REZUSDT,0.00761,renzo,rez,Renzo,0.0075968,0.0008951137320976615,33790932,74950243,ethereum,0x3b50805453023a91a8bf641e279401a0b23fa6f9,matched,
NOTUSDT,NOT,1,0.0006725,0.0006725,538,true,NOTUSDT,0.000673,notcoin,not,Notcoin,0.00067168,0.0012208194378275504,66714761,68743242,the-open-network,EQAvlWFDxGF2lXm67y4yzC17wYKD9A0guwPkMs1gOsM__NOT,matched,
TURBOUSDT,TURBO,1,0.0019397,0.0019397,524,true,TURBOUSDT,0.001941,turbo,turbo,Turbo,0.00193619,0.0018128386160448982,133546986,133546986,ethereum,0xa35923162c49cf95e6bf26623385eb431ad920d3,matched,
IOUSDT,IO,1,0.2794,0.2794,512,true,IOUSDT,0.28,io,io,io.net,0.279514,0.00040785076955001537,65186328,223060393,solana,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,matched,
MEWUSDT,MEW,1,0.001493,0.001493,506,false,,,cat-in-a-dogs-world,mew,cat in a dogs world,0.00149195,0.0007037769362244396,132530099,132530099,solana,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,matched,
TOKENUSDT,TOKEN,1,0.006465,0.006465,733,false,,,leo-token,leo,LEO Token,9.55,0.9993230366492146,8809779554,9410824112,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,price_too_far,
ZKUSDT,ZK,1,0.08007,0.08007,506,true,ZKUSDT,0.08027,zksync,zk,ZKsync,0.080121,0.0006365372374283333,575541492,1671288200,ethereum,0x66a5cfb2e9c529f14fe6364ad1075df3a649c0a5,matched,
LISTAUSDT,LISTA,1,0.2452,0.2452,503,true,LISTAUSDT,0.2455,lista,lista,Lista DAO,0.244777,0.001728103539139734,61202712,194321179,binance-smart-chain,0xfceb31a79f71ac9cbdcf853519c1b12d379edc46,matched,
RENDERUSDT,RENDER,1,2.015,2.015,467,true,RENDERUSDT,2.017,render-token,render,Render,2.01,0.0024875621890548946,1043431265,1073129844,ethereum,0x6de037ef9ad2725eb40118bb1702ebb27e4aeb24,matched,
ZROUSDT,ZRO,1,1.4921,1.4921,503,true,ZROUSDT,1.494,layerzero,zro,LayerZero,1.49,0.0014093959731543563,165784872,1491503508,ethereum,0x6985884c4392d348587b19cb9eaaf157f13271cd,matched,
BANANAUSDT,BANANA,1,10.334,10.334,447,true,BANANAUSDT,10.33,banana-gun,banana,Banana Gun,10.34,0.0005802707930367725,41525097,87392705,ethereum,0x38e68a37e401f7271568cecaac63c6b1e19130b4,matched,
GUSDT,G,1,0.006352,0.006352,447,true,GUSDT,0.00635,dogecoin,doge,Dogecoin,0.167947,0.9621785444217521,25461058044,25466048820,,,price_too_far,
SYNUSDT,SYN,1,0.06714,0.06714,446,true,SYNUSDT,0.0672,synapse-2,syn,Synapse,0.066968,0.002568390873252979,14657712,16727467,ethereum,0x0f2d719407fdbeff09d87557abb7232601fd9f29,matched,
TNSRUSDT,TNSR,1,0.04828,0.04828,576,true,TNSRUSDT,0.0484,tensor,tnsr,Tensor,0.04829532,0.0003172150013707171,16147681,48258612,solana,TNSRxcUxoT9xBG3de7PiJyTDYu7kskLqcpddxnEJAS6,matched,
VANRYUSDT,VANRY,1,0.01245,0.01245,602,true,VANRYUSDT,0.0124,vanar-chain,vanry,Vanar Chain,0.01239917,0.0040994679482578246,24193003,25851420,ethereum,0x8de5b80a0c1b02fe4976851d030b36122dbb8624,matched,
ETHWUSDT,ETHW,1,0.7487,0.7487,708,false,,,ethereum-pow-iou,ethw,EthereumPoW,0.748659,0.000054764585746072325,80704684,80704684,,,matched,
VOXELUSDT,VOXEL,1,0.03624,0.03624,442,true,VOXELUSDT,0.0362,voxies,voxel,Voxies,0.03616044,0.002200194466660233,8794078,10845171,polygon-pos,0xd0258a3fd00f38aa8090dfee343f10a9d4d30d3f,matched,
TAOUSDT,TAO,1,398.46,398.46,573,true,TAOUSDT,398.7,bittensor,tao,Bittensor,397.13,0.0033490292851207012,3809723125,8335947971,,,matched,
POPCATUSDT,POPCAT,1,0.1302,0.1302,440,false,,,popcat,popcat,Popcat,0.129813,0.0029812114349102047,126456564,126456564,solana,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,matched,
SUNUSDT,SUN,1,0.02154,0.02154,440,true,SUNUSDT,0.02154,sun-token,sun,Sun Token,0.0215475,0.00034806822137141484,413181154,428804363,tron,TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,matched,
CHESSUSDT,CHESS,1,0.04091,0.04091,433,true,CHESSUSDT,0.04096,tranchess,chess,Tranchess,0.04094102,0.0007576753095062033,8418297,12278041,binance-smart-chain,0x20de22029ab63cf9a7cf5feb2b737ca1ee4c82a6,matched,
FLUXUSDT,FLUX,1,0.098,0.098,428,true,FLUXUSDT,0.0983,zelcash,flux,Flux,0.097975,0.00025516713447305177,38789165,38789165,,,matched,
DOGSUSDT,DOGS,1,0.0000468,0.0000468,436,true,DOGSUSDT,0.0000469,dogs-2,dogs,Dogs,0.00004674,0.0012836970474967059,24157061,25711434,the-open-network,EQCvxJy4eG8hyHBFsZ7eePxrRsUQSFE_jpptRAYBmcG_DOGS,matched,
NFPUSDT,NFP,1,0.03429,0.03429,679,true,NFPUSDT,0.0343,nfprompt-token,nfp,NFPrompt,0.03436189,0.002092143359983926,18319529,34247432,binance-smart-chain,0x551897f8203bd131b350601d3ac0679ba0fc0136,matched,
MBOXUSDT,MBOX,1,0.04138,0.04138,434,true,MBOXUSDT,0.0414,mobox,mbox,Mobox,0.04134737,0.0007891674851386864,20649991,22713659,binance-smart-chain,0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377,matched,
QUICKUSDT,QUICK,1,0.01666,0.01666,425,true,QUICKUSDT,0.01661,quick,quick,Quickswap [OLD],16.94,0.9990165289256198,12134673,16941628,ethereum,0x6c28aef8977c9b773996d0e8376d2ee379446f2f,price_too_far,
1000SATSUSDT,1000SATS,1000,0.0000208,2.08e-8,694,false,,,sats-ordinals,sats,SATS (Ordinals),2.079e-8,0.000481000481000549,43659989,43659989,ordinals,9b664bdd6f5ed80d8d88957b63364c41f3ad4efb8eee11366aa16435974d9333i0,matched,
RPLUSDT,RPL,1,2.953,2.953,422,true,RPLUSDT,2.96,rocket-pool,rpl,Rocket Pool,2.95,0.0010169491525422608,64508666,64508666,ethereum,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,matched,
NEIROUSDT,NEIRO,1,0.0001594,0.0001594,415,true,NEIROUSDT,0.00015983,neiro-3,neiro,Neiro,0.00015953,0.0008148937503918636,67134398,67134398,ethereum,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,matched,
FIDAUSDT,FIDA,1,0.05141,0.05141,412,true,FIDAUSDT,0.0515,bonfida,fida,Bonfida,0.051483,0.0014179437872696543,50995464,51463204,solana,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,matched,
CATIUSDT,CATI,1,0.06606,0.06606,411,true,CATIUSDT,0.0661,catizen,cati,Catizen,0.065993,0.00101525919415692,13589543,65968654,the-open-network,EQD-cvR0Nz6XAyRBvbhz-abTrRC6sI5tvHvvpeQraV9UAAD7,matched,
SYSUSDT,SYS,1,0.02622,0.02622,443,true,SYSUSDT,0.02624,syscoin,sys,Syscoin,0.02615746,0.002390904927313272,22096741,22098176,,,matched,
RAREUSDT,RARE,1,0.02998,0.02998,447,true,RAREUSDT,0.03,superrare,rare,SuperRare,0.02996596,0.00046853162721968147,24548343,29953315,ethereum,0xba5bde662c17e2adff1075610382b9b691296350,matched,
RONINUSDT,RONIN,1,0.2821,0.2821,638,true,RONINUSDT,0.2823,ronin,ron,Ronin,0.282557,0.0016173727778819324,203138961,281712213,ronin,0xe514d9deb7966c8be0ca922de8a064264ea6bcd4,matched,
WIFUSDT,WIF,1,0.4333,0.4333,657,true,WIFUSDT,0.434,,,,,,,,,,cg_not_found,
1MBABYDOGEUSDT,1MBABYDOGE,1,0.000839,0.000839,415,false,,,1mbabydoge,1mbabydoge,1MBABYDOGE,0.00083823,0.0009186022929267394,0,351574689957069,,,matched,
HMSTRUSDT,HMSTR,1,0.0003457,0.0003457,405,true,HMSTRUSDT,0.000346,,,,,,,,,,cg_not_found,
GHSTUSDT,GHST,1,0.2762,0.2762,408,true,GHSTUSDT,0.276,,,,,,,,,,cg_not_found,
REIUSDT,REI,1,0.00965,0.00965,404,true,REIUSDT,0.00965,,,,,,,,,,cg_not_found,
COSUSDT,COS,1,0.00171,0.00171,401,true,COSUSDT,0.001715,,,,,,,,,,cg_not_found,
1000CATUSDT,1000CAT,1000,0.004283,0.000004283,380,false,,,,,,,,,,,,cg_not_found,
EIGENUSDT,EIGEN,1,0.7769,0.7769,400,true,EIGENUSDT,0.776,,,,,,,,,,cg_not_found,
MOODENGUSDT,MOODENG,1,0.09007,0.09007,376,false,,,moo-deng,moodeng,Moo Deng,0.09025,0.0019944598337950097,89150919,89150919,solana,ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY,matched,
PONKEUSDT,PONKE,1,0.0497,0.0497,366,false,,,ponke,ponke,PONKE,0.04960549,0.0019052326667874672,27552127,27555206,solana,5z3EqYQo9HiCEs3R84RCDMu2n7anpDMxRhdK8PSWmrRC,matched,
BRETTUSDT,BRETT,1,0.02261,0.02261,442,false,,,based-brett,brett,Brett,0.0226216,0.0005127842416096576,224172759,224172759,binance-smart-chain,0xa7440029eca41deabd8775ef1d6086b37d4df8d6,matched,
GOATUSDT,GOAT,1,0.04553,0.04553,377,false,,,,,,,,,,,,cg_not_found,
SCRUSDT,SCR,1,0.1557,0.1557,379,true,SCRUSDT,0.156,,,,,,,,,,cg_not_found,
SAFEUSDT,SAFE,1,0.2064,0.2064,376,false,,,,,,,,,,,,cg_not_found,
COWUSDT,COW,1,0.2026,0.2026,364,true,COWUSDT,0.2028,,,,,,,,,,cg_not_found,
DRIFTUSDT,DRIFT,1,0.3467,0.3467,362,false,,,drift-protocol,drift,Drift Protocol,0.346305,0.0011406130434155853,133049869,346324133,solana,DriFtupJYLTosbwoN8koMbEYSx54aFAVLddWsbksjwg7,matched,
PNUTUSDT,PNUT,1,0.11359,0.11359,359,true,PNUTUSDT,0.1138,peanut-the-squirrel,pnut,Peanut the Squirrel,0.113682,0.0008092749951620199,113122775,113122775,solana,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,matched,
HIPPOUSDT,HIPPO,1,0.002325,0.002325,357,false,,,sudeng,hippo,sudeng,0.00231502,0.004310977874921042,21996895,21996895,sui,0x8993129d72e733985f7f1a00396cbd055bad6f817fee36576ce483c8bbb8b87b::sudeng::SUDENG,matched,
SWELLUSDT,SWELL,1,0.004943,0.004943,362,false,,,swell-network,swell,Swell,0.00494489,0.0003822127489185909,20745071,49383413,ethereum,0x0a6e7ba5042b38349e437ec6db6214aec7b35676,matched,
